"","City","State","Sightings","Airport Count"
"875","Leavenworth","KS",16,0
"876","Leland","NC",16,0
"877","Lindenhurst","NY",16,0
"878","Liverpool","NY",16,0
"879","Lynn","MA",16,0
"880","Mentor","OH",16,0
"881","Miamisburg","OH",16,0
"882","Midland","TX",16,1
"883","Mokena","IL",16,0
"884","Naugatuck","CT",16,0
"885","North Canton","OH",16,0
"886","Novi","MI",16,0
"887","Orland","CA",16,0
"888","Orland Park","IL",16,0
"889","Oroville","CA",16,0
"890","Oswego","IL",16,0
"891","Paducah","KY",16,0
"892","Palatine","IL",16,0
"893","Palm Beach Gardens","FL",16,0
"894","Patterson","CA",16,0
"895","Pottstown","PA",16,0
"896","Poughkeepsie","NY",16,1
"897","Punta Gorda","FL",16,1
"898","Rialto","CA",16,0
"899","Richmond","CA",16,0
"900","Saginaw","MI",16,1
"901","San Ramon","CA",16,0
"902","Santee","CA",16,0
"903","Sebastopol","CA",16,0
"904","Sebring","FL",16,1
"905","Sheboygan","WI",16,1
"906","Shelton","CT",16,0
"907","Silverdale","WA",16,0
"908","Snellville","GA",16,0
"909","Stillwater","MN",16,0
"910","Taunton","MA",16,1
"911","Tonawanda","NY",16,0
"912","Tustin","CA",16,0
"913","Valdosta","GA",16,2
"914","Valrico","FL",16,0
"915","Vineland","NJ",16,0
"916","West Haven","CT",16,0
"917","Winter Park","FL",16,0
"918","Woodbine","GA",16,0
"919","Yucaipa","CA",16,0
"920","Anderson","IN",15,0
"921","Anniston","AL",15,1
"922","Anthem","AZ",15,0
"923","Asheboro","NC",15,1
"924","Augusta","ME",15,1
"925","Avondale","AZ",15,0
"926","Azusa","CA",15,0
"927","Battle Creek","MI",15,1
"928","Bay City","MI",15,0
"929","Bayonne","NJ",15,0
"930","Beloit","WI",15,0
"931","Blaine","MN",15,0
"932","Butler","MO",15,0
"933","Butler","PA",15,0
"934","Carrollton","TX",15,0
"935","Cave Creek","AZ",15,0
"936","Cedar City","UT",15,1
"937","Clayton","NC",15,0
"938","Copperas Cove","TX",15,0
"939","Daly City","CA",15,0
"940","Dawsonville","GA",15,0
"941","Denham Springs","LA",15,0
"942","Dundalk","MD",15,0
"943","Eau Claire","WI",15,1
"944","Florence","AL",15,0
"945","Florence","OR",15,0
"946","Framingham","MA",15,0
"947","Frisco","TX",15,0
"948","Graham","WA",15,0
"949","Greensburg","PA",15,0
"950","Greenville","NC",15,1
"951","Greer","SC",15,0
"952","Harrington","WA",15,0
"953","Hayden","ID",15,0
"954","Helotes","TX",15,0
"955","Hoover","AL",15,0
"956","Hudson","WI",15,0
"957","Laconia","NH",15,0
"958","Lake Forest","CA",15,0
"959","Lansdale","PA",15,0
"960","Laurel","MD",15,0
"961","Lehi","UT",15,0
"962","Little River","SC",15,0
"963","Loveland","OH",15,0
"964","Marana","AZ",15,1
"965","Marysville","CA",15,1
"966","Massapequa","NY",15,0
"967","Mesquite","TX",15,0
"968","Milton","FL",15,1
"969","Mishawaka","IN",15,0
"970","Mojave","CA",15,1
"971","Montebello","CA",15,0
"972","Morganton","NC",15,1
"973","Mukilteo","WA",15,0
"974","North Pole","AK",15,0
"975","Odessa","TX",15,0
"976","Pittsfield","MA",15,0
"977","Prineville","OR",15,1
"978","Ramona","CA",15,1
"979","Rogers","AR",15,0
"980","Rome","GA",15,1
"981","Rosamond","CA",15,0
"982","Safford","AZ",15,1
"983","San Leandro","CA",15,0
"984","Shawnee","KS",15,0
"985","Suffolk","VA",15,0
"986","Sykesville","MD",15,0
"987","Tooele","UT",15,0
"988","Vincennes","IN",15,0
"989","Waldorf","MD",15,0
"990","Wausau","WI",15,1
"991","Waxhaw","NC",15,0
"992","Westland","MI",15,0
"993","Whitefish","MT",15,0
"994","Xenia","OH",15,0
"995","Yelm","WA",15,0
"996","Aloha","OR",14,0
"997","Arcata","CA",14,0
"998","Austintown","OH",14,0
"999","Batavia","OH",14,0
"1000","Baytown","TX",14,0
"1001","Beavercreek","OH",14,0
"1002","Bettendorf","IA",14,0
"1003","Beverly","MA",14,1
"1004","Brainerd","MN",14,1
"1005","Burlington","NC",14,1
"1006","Canby","OR",14,0
"1007","Carmel","IN",14,0
"1008","Chapel Hill","NC",14,1
"1009","Circleville","OH",14,0
"1010","Cocoa Beach","FL",14,1
"1011","DeLand","FL",14,1
"1012","Des Moines","WA",14,0
"1013","Desert Hot Springs","CA",14,0
"1014","Edwardsville","IL",14,0
"1015","Elkhorn","WI",14,0
"1016","Elkton","MD",14,0
"1017","Ellensburg","WA",14,0
"1018","Ewa Beach","HI",14,0
"1019","Falls Church","VA",14,0
"1020","Fenton","MI",14,0
"1021","Fenton","MO",14,0
"1022","Ferndale","WA",14,0
"1023","Fort Pierce","FL",14,1
"1024","Franklin","WI",14,0
"1025","Gainesville","VA",14,0
"1026","Gold Canyon","AZ",14,0
"1027","Imperial Beach","CA",14,0
"1028","Jefferson City","MO",14,1
"1029","Joshua Tree","CA",14,0
"1030","Keene","NH",14,1
"1031","La Quinta","CA",14,0
"1032","Langhorne","PA",14,0
"1033","Laramie","WY",14,1
"1034","League City","TX",14,0
"1035","Levittown","PA",14,0
"1036","Lewiston","ID",14,1
"1037","Lima","OH",14,1
"1038","Lockport","IL",14,1
"1039","Loganville","GA",14,0
"1040","Mansfield","TX",14,0
"1041","Maple Valley","WA",14,0
"1042","McHenry","IL",14,0
"1043","Mount Pleasant","SC",14,1
"1044","Nacogdoches","TX",14,0
"1045","Newport","OR",14,1
"1046","Newport","RI",14,0
"1047","North Bend","WA",14,0
"1048","Novato","CA",14,1
"1049","Ocean Springs","MS",14,0
"1050","Ottawa","IL",14,0
"1051","Palo Alto","CA",14,1
"1052","Parkersburg","WV",14,0
"1053","Patchogue","NY",14,0
"1054","Paterson","NJ",14,0
"1055","Pearland","TX",14,0
"1056","Phoenixville","PA",14,0
"1057","Placerville","CA",14,0
"1058","Portsmouth","NH",14,1
"1059","Ravenna","OH",14,0
"1060","Revere","MA",14,0
"1061","Rocklin","CA",14,0
"1062","Sahuarita","AZ",14,0
"1063","San Marcos","CA",14,0
"1064","Satellite Beach","FL",14,0
"1065","Scranton","PA",14,1
"1066","Seminole","FL",14,0
"1067","Sevierville","TN",14,0
"1068","South Elgin","IL",14,0
"1069","South Gate","CA",14,0
"1070","Springboro","OH",14,0
"1071","St. Clair Shores","MI",14,0
"1072","Staunton","VA",14,0
"1073","Sterling","VA",14,0
"1074","Stevens Point","WI",14,1
"1075","Thomasville","NC",14,0
"1076","Tumwater","WA",14,0
"1077","Villa Rica","GA",14,1
"1078","Walnut Creek","CA",14,0
"1079","Warner Robins","GA",14,0
"1080","West Bend","WI",14,0
"1081","Winchester","KY",14,0
"1082","Winder","GA",14,1
"1083","Woodland","CA",14,0
"1084","Yorba Linda","CA",14,0
"1085","Zephyrhills","FL",14,1
"1086","Aiken","SC",13,1
"1087","Alameda","CA",13,1
"1088","Alexandria","LA",13,2
"1089","Aliso Viejo","CA",13,0
"1090","Antelope","CA",13,0
"1091","Bainbridge Island","WA",13,0
"1092","Baldwinsville","NY",13,0
"1093","Baraboo","WI",13,1
"1094","Barstow","CA",13,0
"1095","Battle Ground","WA",13,0
"1096","Beaumont","TX",13,2
"1097","Belton","MO",13,0
"1098","Benicia","CA",13,0
"1099","Branson","MO",13,1
"1100","Brentwood","CA",13,0
"1101","Bristol","TN",13,0
"1102","Brockton","MA",13,0
"1103","Brownsville","TX",13,1
"1104","Calhoun","GA",13,1
"1105","Camarillo","CA",13,0
"1106","Canon City","CO",13,0
"1107","Cape May","NJ",13,0
"1108","Carlisle","PA",13,0
"1109","Centerville","OH",13,0
"1110","Chaska","MN",13,0
"1111","Chehalis","WA",13,1
"1112","Claremore","OK",13,0
"1113","Cody","WY",13,1
"1114","Conroe","TX",13,1
"1115","Covington","GA",13,0
"1116","Crestview","FL",13,2
"1117","Culver City","CA",13,0
"1118","Dade City","FL",13,0
"1119","Dallas","GA",13,0
"1120","Deer Park","NY",13,0
"1121","East Wenatchee","WA",13,0
"1122","Edina","MN",13,0
"1123","Enid","OK",13,1
"1124","Flowery Branch","GA",13,0
"1125","Fountain","CO",13,0
"1126","Georgetown","SC",13,1
"1127","Glendora","CA",13,0
"1128","Goshen","IN",13,0
"1129","Grand Prairie","TX",13,0
"1130","Hutchinson","KS",13,1
"1131","Imperial","MO",13,0
"1132","Jackson","OH",13,0
"1133","Jensen Beach","FL",13,0
"1134","Kearns","UT",13,0
"1135","Kernersville","NC",13,0
"1136","Kure Beach","NC",13,0
"1137","La Habra","CA",13,0
"1138","La Puente","CA",13,0
"1139","Lapeer","MI",13,0
"1140","Lebanon","OH",13,0
"1141","Lebanon","PA",13,0
"1142","Lexington","NC",13,1
"1143","Litchfield Park","AZ",13,0
"1144","Livingston","TX",13,0
"1145","McDonough","GA",13,0
"1146","Middleburg","FL",13,0
"1147","Middletown","OH",13,0
"1148","Monroeville","PA",13,0
"1149","Mountain Home","AR",13,1
"1150","Mundelein","IL",13,0
"1151","Muscatine","IA",13,0
"1152","Nazareth","PA",13,0
"1153","New Albany","IN",13,0
"1154","Niles","MI",13,0
"1155","Northport","NY",13,0
"1156","Ojai","CA",13,0
"1157","Okeechobee","FL",13,1
"1158","Orange Park","FL",13,0
"1159","Oviedo","FL",13,0
"1160","Park City","UT",13,0
"1161","Pico Rivera","CA",13,0
"1162","Pittsburg","CA",13,0
"1163","Port Orange","FL",13,0
"1164","Princeton","WV",13,0
"1165","Redwood City","CA",13,0
"1166","Rochester","WA",13,0
"1167","Rock Springs","WY",13,1
"1168","Ronkonkoma","NY",13,0
"1169","San Mateo","CA",13,0
"1170","Shawnee","OK",13,0
"1171","Shelbyville","IN",13,0
"1172","South Lake Tahoe","CA",13,1
"1173","St. George Island","FL",13,0
"1174","Stephenville","TX",13,1
"1175","Stillwater","OK",13,1
"1176","Sunnyvale","CA",13,0
"1177","Taylor","MI",13,0
"1178","Trout Lake","WA",13,0
"1179","Valparaiso","IN",13,0
"1180","Vienna","VA",13,0
"1181","Warrensburg","MO",13,0
"1182","Washington","PA",13,0
"1183","Waukegan","IL",13,0
"1184","West Des Moines","IA",13,0
"1185","Wilson","NC",13,0
"1186","Windsor","CA",13,0
"1187","Winter Springs","FL",13,0
"1188","Yonkers","NY",13,0
"1189","Yucca Valley","CA",13,0
"1190","Zeeland","MI",13,0
"1191","Amherst","MA",12,0
"1192","Ashland","KY",12,0
"1193","Atwater","CA",12,0
"1194","Azle","TX",12,0
"1195","Barre","VT",12,0
"1196","Barrington","IL",12,0
"1197","Belleville","IL",12,1
"1198","Bellevue","NE",12,0
"1199","Benson","AZ",12,0
"1200","Bentonville","AR",12,2
"1201","Bethany Beach","DE",12,0
"1202","Black River Falls","WI",12,0
"1203","Bolingbrook","IL",12,0
"1204","Bountiful","UT",12,0
"1205","Bowie","MD",12,0
"1206","Brunswick","OH",12,0
"1207","Burke","VA",12,0
"1208","Commack","NY",12,0
"1209","Commerce City","CO",12,0
"1210","Eastvale","CA",12,0
"1211","Elizabeth","NJ",12,0
"1212","Elizabethtown","KY",12,0
"1213","Fall River","MA",12,0
"1214","Fallbrook","CA",12,0
"1215","Florence","MT",12,0
"1216","Folly Beach","SC",12,0
"1217","Fountain Valley","CA",12,0
"1218","Gadsden","AL",12,1
"1219","Garden City","MI",12,0
"1220","Germantown","MD",12,0
"1221","Globe","AZ",12,0
"1222","Golden Valley","AZ",12,0
"1223","Goldsboro","NC",12,1
"1224","Half Moon Bay","CA",12,1
"1225","Hammond","IN",12,0
"1226","Hazard","KY",12,0
"1227","Highland","CA",12,0
"1228","Hobbs","NM",12,1
"1229","Houma","LA",12,0
"1230","Indialantic","FL",12,0
"1231","Indian Trail","NC",12,0
"1232","Isle of Palms","SC",12,0
"1233","Keller","TX",12,0
"1234","Killeen","TX",12,1
"1235","Lake Geneva","WI",12,0
"1236","Leavenworth","WA",12,0
"1237","Lenexa","KS",12,0
"1238","Leominster","MA",12,0
"1239","Lewiston","ME",12,1
"1240","Lynden","WA",12,0
"1241","Manitowoc","WI",12,0
"1242","Marlton","NJ",12,0
"1243","Marysville","OH",12,1
"1244","Medford","MA",12,0
"1245","Middleton","WI",12,0
"1246","Midland","MI",12,0
"1247","Milpitas","CA",12,0
"1248","Moline","IL",12,1
"1249","Montgomery","TX",12,0
"1250","Morehead","KY",12,0
"1251","Morgan Hill","CA",12,0
"1252","Mount Shasta","CA",12,0
"1253","Murray","KY",12,0
"1254","Newberg","OR",12,0
"1255","Newnan","GA",12,1
"1256","Niagara Falls","NY",12,1
"1257","North Tonawanda","NY",12,0
"1258","Oak Forest","IL",12,0
"1259","Oakland Park","FL",12,0
"1260","Palm City","FL",12,0
"1261","Paradise Valley","AZ",12,0
"1262","Pataskala","OH",12,0
"1263","Pigeon Forge","TN",12,0
"1264","Poway","CA",12,0
"1265","Quakertown","PA",12,1
"1266","Rancho Palos Verdes","CA",12,0
"1267","Rancho Santa Margarita","CA",12,0
"1268","Riverton","UT",12,0
"1269","San Dimas","CA",12,0
"1270","Sand Springs","OK",12,1
"1271","Sandpoint","ID",12,1
"1272","Sandusky","OH",12,1
"1273","Sanford","NC",12,0
"1274","Silver City","NM",12,0
"1275","Silverton","OR",12,0
"1276","St. Cloud","FL",12,0
"1277","St. Louis Park","MN",12,0
"1278","Stroudsburg","PA",12,0
"1279","Surf City","NC",12,0
"1280","Taylors","SC",12,0
"1281","Tehachapi","CA",12,0
"1282","Thibodaux","LA",12,0
"1283","Trenton","NJ",12,1
"1284","Troutdale","OR",12,1
"1285","Troy","OH",12,0
"1286","Tyler","TX",12,1
"1287","Wake Forest","NC",12,0
"1288","West Columbia","SC",12,0
"1289","West Covina","CA",12,0
"1290","Wheat Ridge","CO",12,0
"1291","Wildwood Crest","NJ",12,0
"1292","Wilmington","OH",12,1
"1293","Wyoming","MI",12,0
"1294","Yankton","SD",12,1
"1295","Yuba City","CA",12,1
"1296","Algonquin","IL",11,0
"1297","Alton","IL",11,0
"1298","Amherst","VA",11,0
"1299","Ankeny","IA",11,1
"1300","Ardmore","OK",11,1
"1301","Ashtabula","OH",11,0
"1302","Athens","OH",11,1
"1303","Auburn","AL",11,1
"1304","Baldwin Park","CA",11,0
"1305","Bandon","OR",11,0
"1306","Barboursville","WV",11,0
"1307","Batavia","NY",11,1
"1308","Beaufort","SC",11,2
"1309","Belgrade","MT",11,0
"1310","Bethel Park","PA",11,0
"1311","Blacksburg","VA",11,0
"1312","Bluffton","SC",11,0
"1313","Blythe","CA",11,1
"1314","Boone","NC",11,0
"1315","Brentwood","TN",11,0
"1316","Carroll","OH",11,0
"1317","Chantilly","VA",11,0
"1318","Chicopee","MA",11,0
"1319","Chino Hills","CA",11,0
"1320","Clarksburg","WV",11,1
"1321","Columbia","PA",11,0
"1322","Crescent City","CA",11,1
"1323","Dalton","GA",11,1
"1324","Dearborn Heights","MI",11,0
"1325","Defiance","OH",11,0
"1326","Draper","UT",11,0
"1327","Dublin","CA",11,0
"1328","Eagle","ID",11,0
"1329","Elizabethton","TN",11,0
"1330","Ellicott City","MD",11,0
"1331","Ellsworth","ME",11,0
"1332","Elmhurst","IL",11,0
"1333","Enumclaw","WA",11,1
"1334","Farmington","MN",11,0
"1335","Forked River","NJ",11,0
"1336","Franklin","NC",11,0
"1337","Fremont","OH",11,0
"1338","Galesburg","IL",11,1
"1339","Gallatin","TN",11,0
"1340","Gardnerville","NV",11,0
"1341","Gary","IN",11,1
"1342","Georgetown","KY",11,0
"1343","Gillette","WY",11,1
"1344","Glen Burnie","MD",11,0
"1345","Gunnison","CO",11,1
"1346","Gurnee","IL",11,0
"1347","Hamilton","MT",11,0
"1348","Havre","MT",11,1
"1349","Hawthorne","CA",11,1
"1350","Hicksville","NY",11,0
"1351","Holyoke","MA",11,0
"1352","Hot Springs","AR",11,1
"1353","Howell","MI",11,0
"1354","Hudson","FL",11,0
"1355","Huntersville","NC",11,0
"1356","Jefferson","GA",11,0
"1357","Jerome","ID",11,0
"1358","Johns Creek","GA",11,0
"1359","Kentwood","MI",11,0
"1360","La Grande","OR",11,1
"1361","Ladson","SC",11,0
"1362","Lake Orion","MI",11,0
"1363","Lake Villa","IL",11,0
"1364","Leander","TX",11,0
"1365","Lehighton","PA",11,0
"1366","Linden","NJ",11,1
"1367","Littlerock","CA",11,0
"1368","Madison","MS",11,0
"1369","Manchester","TN",11,0
"1370","Manheim","PA",11,0
"1371","Manteno","IL",11,0
"1372","Marion","IN",11,0
"1373","Mercer Island","WA",11,0
"1374","Mesquite","NV",11,0
"1375","Midvale","UT",11,0
"1376","Miramar","FL",11,0
"1377","Montrose","CO",11,0
"1378","Morris","IL",11,0
"1379","Morrow","OH",11,0
"1380","Moscow","ID",11,0
"1381","Murray","UT",11,0
"1382","Navarre","FL",11,0
"1383","New Berlin","WI",11,0
"1384","New Brunswick","NJ",11,0
"1385","New Kensington","PA",11,0
"1386","New Smyrna Beach","FL",11,1
"1387","Northglenn","CO",11,0
"1388","Pacifica","CA",11,0
"1389","Phenix City","AL",11,0
"1390","Pickerington","OH",11,0
"1391","Pittsboro","NC",11,0
"1392","Placentia","CA",11,0
"1393","Portage","IN",11,0
"1394","Portage","MI",11,0
"1395","Quartzsite","AZ",11,0
"1396","Rathdrum","ID",11,0
"1397","Rexburg","ID",11,0
"1398","Ridgefield","WA",11,0
"1399","Ringgold","GA",11,0
"1400","Rome","NY",11,1
"1401","Roseville","MI",11,0
"1402","Royal Oak","MI",11,0
"1403","Salem","MO",11,0
"1404","San Anselmo","CA",11,0
"1405","Santa Paula","CA",11,0
"1406","Saratoga Springs","NY",11,0
"1407","Seaside","CA",11,0
"1408","Shakopee","MN",11,0
"1409","Shoreview","MN",11,0
"1410","Smyrna","TN",11,1
"1411","Socorro","NM",11,1
"1412","Sonora","CA",11,0
"1413","South Jordan","UT",11,0
"1414","Spartanburg","SC",11,0
"1415","Springfield","VA",11,0
"1416","St. Peter","MN",11,0
"1417","Suwanee","GA",11,0
"1418","Taylorsville","UT",11,0
"1419","Travelers Rest","SC",11,0
"1420","Vernal","UT",11,1
"1421","Waianae","HI",11,0
"1422","Warren","OH",11,0
"1423","Waynesboro","VA",11,0
"1424","Weymouth","MA",11,0
"1425","Wheaton","IL",11,0
"1426","Wickenburg","AZ",11,1
"1427","Williamstown","NJ",11,0
"1428","Wolf Point","MT",11,1
"1429","Woodland","WA",11,0
"1430","Aberdeen","WA",10,0
"1431","American Fork","UT",10,0
"1432","Arcadia","CA",10,0
"1433","Avon","NC",10,0
"1434","Avon Lake","OH",10,0
"1435","Ballwin","MO",10,0
"1436","Barberton","OH",10,0
"1437","Batavia","IL",10,0
"1438","Bethpage","NY",10,0
"1439","Bishop","CA",10,1
"1440","Blackwood","NJ",10,0
"1441","Bonita Springs","FL",10,0
"1442","Borrego Springs","CA",10,0
"1443","Bristol","VA",10,0
"1444","Brook Park","OH",10,0
"1445","Brownwood","TX",10,0
"1446","Buffalo","MN",10,0
"1447","Burleson","TX",10,0
"1448","Burnsville","NC",10,0
"1449","Byron","GA",10,0
"1450","Cambridge","MA",10,0
"1451","Camp Verde","AZ",10,0
"1452","Canton","IL",10,0
"1453","Capitola","CA",10,0
"1454","Casselberry","FL",10,0
"1455","Centreville","VA",10,0
"1456","Cerritos","CA",10,0
"1457","Chambersburg","PA",10,0
"1458","Champaign","IL",10,1
"1459","Clarkston","WA",10,0
"1460","Clearlake","CA",10,0
"1461","Clovis","NM",10,2
"1462","Coalinga","CA",10,0
"1463","Coconut Creek","FL",10,0
"1464","Corte Madera","CA",10,0
"1465","Crete","IL",10,0
"1466","Cumberland","MD",10,0
"1467","Danville","IL",10,1
"1468","Daphne","AL",10,0
"1469","Deer Park","WA",10,0
"1470","Dixon","IL",10,0
"1471","Dunnellon","FL",10,0
"1472","Eagle Mountain","UT",10,0
"1473","El Dorado Hills","CA",10,0
"1474","El Mirage","AZ",10,0
"1475","El Monte","CA",10,1
"1476","Elk River","MN",10,0
"1477","Emmett","ID",10,0
"1478","Evans","GA",10,0
"1479","Fitchburg","MA",10,1
"1480","Forest Grove","OR",10,0
"1481","Franklin","IN",10,0
"1482","Friendswood","TX",10,0
"1483","Gettysburg","PA",10,0
"1484","Glenview","IL",10,0
"1485","Grovetown","GA",10,0
"1486","Hampton","GA",10,1
"1487","Harleysville","PA",10,0
"1488","Harrison","NJ",10,0
"1489","Hastings","MN",10,0
"1490","Hilo","HI",10,1
"1491","Hopewell","VA",10,0
"1492","Huron","SD",10,1
"1493","Hurricane","UT",10,0
"1494","Hurst","TX",10,0
"1495","Independence","KY",10,0
"1496","Jackson","WI",10,0
"1497","Jonesborough","TN",10,0
"1498","Juneau","AK",10,1
"1499","Kelseyville","CA",10,0
"1500","Kennett Square","PA",10,0
"1501","Key Largo","FL",10,0
"1502","Klamath Falls","OR",10,1
"1503","La Mirada","CA",10,0
"1504","Lake City","FL",10,1
"1505","Laredo","TX",10,1
"1506","Lisle","IL",10,0
"1507","Logan","UT",10,1
"1508","Longview","TX",10,1
"1509","Lorain","OH",10,0
"1510","Louisburg","NC",10,0
"1511","Lutz","FL",10,0
"1512","Macomb","IL",10,0
"1513","Manhattan Beach","CA",10,0
"1514","Marco Island","FL",10,0
"1515","Marietta","OH",10,0
"1516","Marion","NC",10,0
"1517","Marlborough","MA",10,0
"1518","Maumee","OH",10,0
"1519","Mays Landing","NJ",10,0
"1520","McAllen","TX",10,0
"1521","Mebane","NC",10,0
"1522","Mechanicsville","VA",10,0
"1523","Medford","NY",10,0
"1524","Melbourne Beach","FL",10,0
"1525","Michigan City","IN",10,1
"1526","Millville","NJ",10,1
"1527","Monroe","LA",10,1
"1528","Monroe","NC",10,0
"1529","Monrovia","CA",10,0
"1530","Montpelier","VT",10,1
"1531","Norcross","GA",10,0
"1532","Normal","IL",10,0
"1533","Norristown","PA",10,0
"1534","North Augusta","SC",10,0
"1535","North Wilkesboro","NC",10,1
"1536","Norwich","CT",10,0
"1537","Oak Creek","WI",10,0
"1538","Oldsmar","FL",10,0
"1539","Olive Branch","MS",10,1
"1540","Onalaska","WI",10,0
"1541","Orange Beach","AL",10,0
"1542","Orangevale","CA",10,0
"1543","Owings Mills","MD",10,0
"1544","Oxford","MI",10,0
"1545","Palmyra","PA",10,0
"1546","Paragould","AR",10,0
"1547","Paramount","CA",10,0
"1548","Parker","AZ",10,0
"1549","Parkville","MD",10,0
"1550","Payson","IL",10,0
"1551","Peabody","MA",10,0
"1552","Philipsburg","PA",10,1
"1553","Pikeville","KY",10,1
"1554","Plymouth","MN",10,0
"1555","Port Clinton","OH",10,1
"1556","Portage","WI",10,0
"1557","Poteau","OK",10,1
"1558","Pullman","WA",10,1
"1559","Quincy","CA",10,0
"1560","Rancho Cordova","CA",10,0
"1561","Raymore","MO",10,0
"1562","Reston","VA",10,0
"1563","Rice Lake","WI",10,0
"1564","River Falls","WI",10,0
"1565","Rocky Mount","NC",10,1
"1566","Salem","VA",10,0
"1567","Seal Beach","CA",10,0
"1568","Sebastian","FL",10,0
"1569","Seguin","TX",10,0
"1570","Sharon","PA",10,0
"1571","Shelbyville","TN",10,0
"1572","Sheridan","WY",10,1
"1573","Skokie","IL",10,0
"1574","Somerset","NJ",10,0
"1575","Southbridge","MA",10,0
"1576","Statesville","NC",10,1
"1577","Stockbridge","GA",10,0
"1578","Streamwood","IL",10,0
"1579","Sturgeon Bay","WI",10,0
"1580","Sugar Land","TX",10,1
"1581","Sunset Beach","NC",10,0
"1582","Superior","WI",10,0
"1583","Sutherlin","OR",10,0
"1584","Tarpon Springs","FL",10,0
"1585","Texas City","TX",10,0
"1586","The Dalles","OR",10,0
"1587","Troy","NY",10,0
"1588","Tualatin","OR",10,0
"1589","Tybee Island","GA",10,0
"1590","Wahiawa","HI",10,1
"1591","Wantagh","NY",10,0
